framework_id,control_id,title,severity,weight,doc_types,page,intent
oecd_principles,oecd_principles::GOVERN-1.18,Conduct AI ethics due diligence on third-party systems before procurement,med,2,"policy,plan",21-26,Organizations must verify third-party AI systems meet ethical standards through due diligence before acquisition or deployment.
oecd_principles,oecd_principles::GOVERN-1.19,Provide accessible information on AI model decisions to users and public,med,2,system,21-26,"AI interfaces must include clear, accessible information explaining how decisions are made, available to users upon request or publicly."
oecd_principles,oecd_principles::GOVERN-1.20,Establish mechanism to log and address complaints transparently,med,2,"system,policy",21-26,"AI systems must have a public, traceable process for receiving, logging, and resolving user complaints in an open and explainable way."
oecd_principles,oecd_principles::OECD-1.1,Transparency in AI design and output,high,3,"system,policy,plan",25-32,"AI systems must be transparent in both their design process and decision outputs, enabling users to understand how data and algorithms lead to outcomes. This ensures accountability and informed intera"
oecd_principles,oecd_principles::OECD-1.2,Data quality and bias mitigation,high,3,"system,policy,plan",25-32,"Data used to train AI systems must be validated for quality, legality, and fairness. Biases must be identified and removed, and any use of sensitive attributes must be justified and documented."
oecd_principles,oecd_principles::OECD-1.3,Accountability across AI lifecycle,high,3,"system,policy,plan",25-32,"All parties involved in the AI lifecycle must be clearly accountable for harms caused by AI systems, whether intended or not. Responsibility must be assigned and maintained from design to deployment."
oecd_principles,oecd_principles::OECD-1.4,Human oversight and intervention,high,3,"system,policy,plan",25-32,"AI systems must be designed to allow meaningful human oversight and intervention at critical decision points, ensuring humans retain ultimate control and can override automated outcomes."
oecd_principles,oecd_principles::OECD-1.5,Performance monitoring and alerting,med,2,"system,policy,plan",25-32,"Deployed AI systems must be continuously monitored using defined metrics, with automated alerts triggered by performance degradation or ethical risks, and assigned to responsible parties for response."
oecd_principles,oecd_principles::OECD-1.6,Compliance oversight by SDAIA,med,2,"policy,plan",25-32,"A national authority (SDAIA) must regularly assess and audit organizational compliance with AI ethics principles, ensuring consistent application and enforcement across entities."
oecd_principles,oecd_principles::OECD-1.7,Designation of AI Ethics roles,med,2,"policy,plan",25-32,"Each organization must designate specific roles (CDO, CCO) with clear responsibilities for implementing, monitoring, and reporting on AI ethics compliance across all AI activities."
oecd_principles,oecd_principles::ETHICS-2.1,AI Fairness Position Statement,high,2,"system,policy",31-39,"AI developers must publish a clear, non-technical fairness statement explaining the ethical criteria used in the model and make it publicly accessible to affected stakeholders."
oecd_principles,oecd_principles::ETHICS-2.2,Ethical Impact Assessment,high,3,"system,plan",31-39,"Organizations must conduct ethical impact assessments to identify discriminatory harm, assess risks to communities, and determine if an AI system should proceed to deployment based on multi-stakeholde"
oecd_principles,oecd_principles::ETHICS-2.3,Privacy and Security Standards,high,2,"system,policy",31-39,"AI systems must comply with recognized privacy and security standards such as ISO 23894, NIST AI RMF, CIS Controls, PCI-DSS, or COBIT based on data type and industry context."
oecd_principles,oecd_principles::ETHICS-2.4,Architecture for Trustworthy AI,high,3,system,31-39,"AI system architecture must embed ethical requirements through a sense-plan-act framework, ensuring environmental awareness, algorithmic transparency, and action restrictions aligned with ethical rule"
oecd_principles,oecd_principles::ETHICS-2.5,Fairness Assessment Tools,high,2,system,31-39,Organizations must use validated fairness assessment tools to detect performance disparities across demographic groups and ensure data diversity is adequately represented in AI models.
oecd_principles,oecd_principles::ETHICS-3.1,AI Methods Explanation Report: It should be explained why the system behaves the way it does and how it takes decisions.,high,3,"system,policy,plan",37-43,"AI systems must provide understandable explanations for their decisions, balancing performance with interpretability, and justifying the chosen level of explainability via cost-benefit analysis."
oecd_principles,oecd_principles::ETHICS-4.1,Algorithm Auditing: Unexpected algorithmic behaviors can be detected with algorithm audits.,high,3,"system,policy,plan",37-43,"AI systems must undergo systematic, continuous audits to detect unethical or unexpected behaviors, with standardized processes aligned to ethical principles."
oecd_principles,oecd_principles::ETHICS-5.1,"Safety Self-Assessment: Safety considerations of accuracy, reliability, security, and robustness should be considered at every step of the AI System Lifecycle.",high,3,"system,policy,plan",37-43,"Organizations must conduct continuous, documented safety self-assessments across the AI lifecycle, evaluating design and implementation against safety objectives."
oecd_principles,oecd_principles::ETHICS-6.1,Data De-Identification is the process of eliminating Personally Identifiable Data (PII) from any document or other media...,high,3,"system,policy,plan",37-43,"Personal data must be protected through technical methods like de-identification, anonymization, pseudonymization, or encryption, tailored to data sensitivity and regulatory requirements."
oecd_principles,oecd_principles::ETHICS-7.1,Data Governance: Data Governance encompasses all aspects of data management throughout its entire life cycle...,med,2,"policy,plan",37-43,"Organizations must establish clear governance structures for data management across its lifecycle, defining roles, policies, and accountability for security, privacy, and usability."
oecd_principles,oecd_principles::ETHICS-8.1,Data Minimization: Data minimization refers to the practice of collecting just the personal information required to satisfy a specified objective.,high,3,"system,policy,plan",37-43,"Only collect personal data strictly necessary for the stated purpose, reducing exposure and risk of misuse or breach."
oecd_principles,oecd_principles::ETHICS-9.1,PD.1: Did you design the appropriate level of human oversight for the AI system and use case?,high,3,"system,policy,plan",37-43,"AI systems must include designed human oversight mechanisms to prevent overreliance, ensure accountability, and enable intervention when needed."
oecd_principles,oecd_principles::ETHICS-10.1,PD.10: Did you establish a strategy or a set of procedures to avoid creating or reinforcing unfair bias in the AI system...,high,3,"system,policy,plan",37-43,"Organizations must proactively implement strategies to prevent bias in both training data and algorithm design, ensuring equitable outcomes across groups."
oecd_principles,oecd_principles::ETHICS-11.1,PD.14: Did you conduct an impact analysis on how the AI system affects fundamental human rights and cultural values?,high,3,"policy,plan",37-43,"AI systems must undergo human rights and cultural impact assessments to identify and mitigate potential harms to rights, dignity, and societal values."
oecd_principles,oecd_principles::ETHICS-12.1,"PD.16: Did you align your AI system with relevant standards or policies (for example, ISO, IEEE, Data Privacy Law)...",med,2,"system,policy,plan",37-43,"AI systems must comply with recognized technical, ethical, and legal standards such as ISO, IEEE, GDPR, or national data protection laws."
oecd_principles,oecd_principles::ETHICS-13.1,"PD.26: Did you design User Experience with human psychology in mind to avoid the risk of confusion, confirmation bias, or cognitive fatigue?",med,2,"system,plan",37-43,"AI interfaces must be designed to avoid exploiting cognitive biases or overwhelming users, ensuring ethical interaction and informed decision-making."
oecd_principles,oecd_principles::ETHICS-14.1,PD.28: Has the data management approach been reviewed based on human-centric values and according to data regulations within the KSA?,med,2,"policy,plan",37-43,"Data management practices must be reviewed against human-centric ethical values and local data protection regulations, such as those in Saudi Arabia (KSA)."
oecd_principles,oecd_principles::PD.20,Assess likelihood of AI system causing harm or damage to users or third parties,high,3,"system,policy,plan",43-49,"Organizations must proactively evaluate potential harms, biases, and safety risks posed by AI systems to users, third parties, and society, including environmental and non-data-subject impacts."
oecd_principles,oecd_principles::PD.21,Ensure AI system is interpretable and explainable,high,3,"system,policy,plan",43-49,"AI systems must be designed so that their inputs, logic, and outputs can be understood and explained to stakeholders, enabling accountability and trust."
oecd_principles,oecd_principles::PD.22,Design UX to avoid cognitive risks,med,2,"system,plan",43-49,"AI interfaces must be designed to minimize psychological harm, such as manipulation through bias or overload, ensuring human autonomy and informed interaction."
oecd_principles,oecd_principles::PD.23,Establish privacy impact measurement mechanism,high,3,"system,policy,plan",43-49,"Organizations must implement measurable methods to evaluate how AI systems affect privacy, including data minimization, consent, and surveillance risks."
oecd_principles,oecd_principles::PD.24,Review data management against human-centric values and KSA regulations,high,3,"policy,plan",43-49,"Data handling practices must align with human rights principles and Saudi Arabia’s local data protection laws, ensuring cultural and legal compliance."
oecd_principles,oecd_principles::PID.1,Flag data privacy/protection issues in collection and processing,high,3,"system,policy",43-49,Automated or procedural mechanisms must detect and alert on privacy violations during data ingestion and processing stages.
oecd_principles,oecd_principles::PID.2,Ensure AI system security and data integrity under adversarial conditions,high,3,"system,policy",43-49,"AI systems must be hardened against attacks, ensuring confidentiality, integrity, and availability of data and decisions even when targeted maliciously."
oecd_principles,oecd_principles::PID.3,Assess data quality and source reliability,med,2,"system,policy,plan",43-49,"Data used in AI systems must be evaluated for accuracy, provenance, and reliability using documented, repeatable processes."
oecd_principles,oecd_principles::PID.4,Assess post-training data analysis capability,med,2,"system,policy",43-49,"Organizations must ensure that data remains analyzable after model training to support auditing, debugging, and compliance monitoring."
oecd_principles,oecd_principles::PID.5,Consider diversity and inclusion in datasets,high,3,"system,policy,plan",43-49,"Training datasets must be evaluated for representation across demographic, geographic, and cultural dimensions to prevent bias and exclusion."
oecd_principles,oecd_principles::PID.6,Analyze proxies for sensitive features,high,3,"system,policy,plan",43-49,"Indirect indicators of sensitive attributes (e.g., zip code as proxy for race) must be identified and mitigated to prevent discriminatory outcomes."
oecd_principles,oecd_principles::PID.7,"Ensure data integrity, quality, and accuracy are measured",med,2,"system,policy",43-49,"Continuous monitoring must be in place to verify that data remains accurate, complete, and timely throughout the AI lifecycle."
oecd_principles,oecd_principles::PID.8,Review dataset for personal data presence,high,3,"system,policy",43-49,All datasets must be screened for the presence of personal or identifiable information to ensure appropriate handling under privacy regulations.
